name:,com.zjrcinfo.vi,init_cpu
 , ,6
 , ,6
 , ,6
 , ,6
 , ,6
 , ,7
 , ,7
 , ,6
 , ,6
 , ,5
 , ,7
 , ,9
 , ,13
 , ,9
 , ,15
 , ,16
 , ,12
 , ,11
 , ,13
 , ,15
 , ,14
 , ,7
 , ,6
 , ,6
 , ,7
 , ,14
 , ,15
 , ,16
 , ,13
 , ,15
 , ,14
 , ,9
 , ,5
 , ,9
 , ,16
 , ,14
 , ,15
 , ,16
 , ,15
 , ,14
 , ,15
 , ,14
 , ,14
 , ,14
 , ,14
 , ,13
 , ,12
 , ,15
 , ,14
 , ,16
 , ,15
 , ,36
 , ,58
 , ,59
 , ,59
 , ,57
 , ,13
 , ,14
 , ,16
 , ,15
 , ,16
 , ,13
 , ,13
 , ,58
 , ,55
 , ,42
 , ,41
 , ,32
 , ,6
 , ,24
 , ,48
 , ,56
 , ,48
 , ,22
 , ,9
 , ,7
 , ,7
 , ,6
 , ,5
 , ,6
 , ,10
 , ,11
 , ,10
 , ,7
 , ,16
 , ,12
 , ,15
 , ,15
 , ,11
 , ,6
 , ,6
 , ,6
 , ,12
 , ,14
 , ,42
 , ,44
 , ,41
 , ,42
 , ,4
 , ,5
 , ,6
 , ,7
 , ,9
 , ,6
 , ,6
 , ,17
 , ,16
 , ,15
 , ,14
 , ,15
 , ,16
 , ,15
 , ,15
 , ,16
 , ,14
 , ,12
 , ,13
 , ,16
 , ,17
 , ,15
 , ,15
 , ,15
 , ,14
 , ,15
 , ,48
 , ,43
 , ,42
 , ,36
 , ,6
 , ,6
 , ,5
 , ,6
 , ,13
 , ,6
 , ,6
 , ,6
 , ,5
 , ,5
 , ,6
 , ,4
 , ,6
 , ,6
 , ,6
 , ,9
 , ,55
 , ,50
 , ,41
 , ,36
 , ,5
 , ,6
 , ,6
 , ,8
 , ,10
 , ,11
 , ,13
 , ,5
 , ,11
 , ,5
 , ,12
 , ,7
 , ,7
 , ,5
 , ,6
 , ,7
 , ,5
 , ,5
 , ,5
 , ,12
 , ,6
 , ,14
 , ,9
 , ,5
 , ,5
 , ,6
 , ,5
 , ,5
 , ,9
 , ,9
 , ,12
 , ,11
 , ,5
 , ,5
 , ,5
 , ,5
 , ,14
 , ,9
 , ,12
 , ,5
 , ,11
 , ,10
 , ,9
 , ,5
 , ,11
 , ,5
 , ,6
 , ,6
 , ,5
 , ,10
 , ,10
 , ,13
 , ,15
 , ,13
 , ,15
 , ,13
 , ,11
 , ,16
 , ,15
 , ,12
 , ,12
 , ,6
 , ,13
 , ,13
 , ,13
 , ,55
 , ,50
 , ,58
 , ,59
 , ,15
 , ,11
 , ,9
 , ,16
 , ,15
 , ,13
 , ,15
 , ,13
 , ,13
 , ,14
 , ,13
 , ,13
 , ,14
 , ,15
 , ,14
 , ,12
 , ,15
 , ,16
 , ,15
 , ,13
 , ,13
 , ,16
 , ,11
 , ,14
 , ,16
 , ,13
 , ,15
 , ,5
 , ,6
 , ,6
 , ,6
 , ,7
 , ,5
 , ,6
 , ,6
 , ,6
 , ,6
 , ,6
 , ,6
 , ,5
 , ,6
 , ,6
 , ,6
 , ,5
 , ,9
 , ,11
 , ,8
 , ,6
 , ,8
 , ,7
 , ,6
 , ,8
 , ,5
 , ,7
 , ,11
 , ,7
 , ,15
 , ,8
 , ,13
 , ,9
 , ,7
 , ,8
 , ,7
 , ,10
 , ,8
 , ,12
 , ,10
 , ,7
 , ,10
 , ,6
 , ,6
 , ,9
 , ,9
 , ,16
 , ,13
 , ,8
 , ,11
 , ,6
 , ,6
 , ,13
 , ,15
 , ,15
 , ,9
 , ,12
 , ,7
 , ,5
 , ,10
 , ,11
 , ,9
 , ,9
 , ,11
 , ,7
 , ,13
 , ,13
 , ,11
 , ,42
 , ,59
 , ,59
 , ,58
 , ,58
 , ,17
 , ,15
 , ,14
 , ,16
 , ,15
 , ,12
 , ,23
 , ,58
 , ,47
 , ,41
 , ,45
 , ,48
 , ,11
 , ,12
 , ,8
 , ,9
 , ,11
 , ,6
 , ,9
 , ,6
 , ,6
 , ,7
 , ,22
 , ,31
 , ,46
 , ,38
 , ,42
